num_users,k_clusters,total_checkins,global_acc_1_spec,global_hit_k_spec,global_acc_1_lvl1,global_hit_k_lvl1,cluster_acc_1_spec,cluster_hit_k_spec,cluster_acc_1_lvl1,cluster_hit_k_lvl1,fsq_cat_hit_rate_at_3,fsq_poi_hit_rate_at_3,fsq_poi_hit_rate_at_9
600,20,46526,15.770120031483666,27.77941755214482,49.118211334120424,84.70582447855175,17.655450609996063,29.600796930342387,51.38970877607241,86.57516725698544,11.111111111111109,0.0,0.0
800,20,61748,15.802095631641086,27.81754230617867,49.118211334120424,84.65048209366391,18.395808736717825,30.294421487603305,52.49040731995277,87.31675521448248,0.0,0.0,0.0
1000,20,76956,15.819313262495081,27.850747737111377,49.118211334120424,84.70951397087761,19.02548209366391,31.032319952774497,53.26889020070838,87.93290043290044,0.0,0.0,0.0
1083,20,83061,15.838990554899645,27.774498229043683,49.118211334120424,84.75870720188901,19.384592680047223,31.024940968122788,53.327922077922075,88.13828217237308,0.0,0.0,0.0
40,40,3246,13.03128689492326,23.38523219205037,48.79845533254625,83.52395710350255,13.312918142463596,23.622589531680443,48.7689393939394,83.15377804014167,0.0,0.0,0.0
50,40,4077,12.498770169224715,23.012593467138924,48.34710743801653,83.97407516725698,12.891086186540731,23.348337268791813,48.32251082251082,83.62234356552538,0.0,0.0,0.0
100,40,7508,14.103699330972058,25.039354584809132,49.034582841401026,84.45247933884298,14.684179456906731,25.648120818575364,49.18954151908698,84.30735930735932,0.0,0.0,0.0
150,40,11583,15.193329397874853,26.472107438016526,49.03212317985045,84.55824478551752,15.927538370720187,27.281336088154273,49.44903581267218,84.6258854781582,0.0,0.0,0.0
200,40,15760,15.48848878394333,26.868112947658403,49.118211334120424,84.69844549390002,16.40102321920504,27.871654860291226,49.73066706021251,84.8349567099567,0.0,0.0,0.0
300,40,23348,15.526613537977175,27.21861471861472,49.118211334120424,84.63203463203463,16.74168634395907,28.39802243211334,50.20538173947265,85.28138528138528,25.0,0.0,0.0
400,40,31093,15.567197953561589,27.59863242817788,49.118211334120424,84.74886855568673,17.174586776859503,29.372048406139317,50.65672963400235,85.67493112947659,8.333333333333334,0.0,0.0
600,40,46526,15.770120031483666,27.77941755214482,49.118211334120424,84.70582447855175,17.728010625737898,29.861521054702873,51.29624163715073,86.53335301062573,11.111111111111109,0.0,0.0
800,40,61748,15.802095631641086,27.81754230617867,49.118211334120424,84.65048209366391,18.63685556867375,30.798652105470286,52.50639512003149,87.34504132231405,0.0,0.0,0.0
1000,40,76956,15.819313262495081,27.850747737111377,49.118211334120424,84.70951397087761,19.271448248720976,31.561147186147185,53.51731601731601,88.1444313262495,0.0,0.0,0.0
1083,40,83061,15.838990554899645,27.774498229043683,49.118211334120424,84.75870720188901,19.44731404958678,31.545159386068477,53.95882526564345,88.23420897284534,0.0,0.0,0.0
100,100,7508,14.103699330972058,25.039354584809132,49.034582841401026,84.45247933884298,14.757969303423849,25.783402203856753,49.06778827233372,83.73548799685163,0.0,0.0,0.0
100,100,7508,14.103699330972058,25.039354584809132,49.034582841401026,84.45247933884298,14.757969303423849,25.783402203856753,49.06778827233372,83.73548799685163,0.0,0.0,0.0
100,100,7508,14.103699330972058,25.039354584809132,49.034582841401026,84.45247933884298,14.757969303423849,25.783402203856753,49.06778827233372,83.73548799685163,0.0,0.0,0.0
150,100,11583,15.193329397874853,26.472107438016526,49.03212317985045,84.55824478551752,16.113242817788272,27.42030696576151,49.311294765840216,84.00974025974025,0.0,0.0,0.0
200,100,15760,15.48848878394333,26.868112947658403,49.118211334120424,84.69844549390002,16.670356158992522,28.131149153876425,49.64211924439197,84.2999803227076,0.0,0.0,0.0
300,100,23348,15.526613537977175,27.21861471861472,49.118211334120424,84.63203463203463,17.04422471467926,28.79033844942936,50.09346713892168,84.65786107831563,8.333333333333334,0.0,0.0
400,100,31093,15.567197953561589,27.59863242817788,49.118211334120424,84.74886855568673,17.573051948051948,29.859061393152302,50.554653679653676,85.23711137347502,8.333333333333334,0.0,0.0
600,100,46526,15.770120031483666,27.77941755214482,49.118211334120424,84.70582447855175,18.369982290436834,30.521940181031088,51.43152302243211,86.02174340810704,11.111111111111109,0.0,0.0
800,100,61748,15.802095631641086,27.81754230617867,49.118211334120424,84.65048209366391,19.019332939787486,31.509494293585202,52.688410074773714,86.84081070444707,0.0,0.0,0.0
1000,100,76956,15.819313262495081,27.850747737111377,49.118211334120424,84.70951397087761,19.96999212908304,32.26584022038568,53.55913026367571,87.33889216843761,0.0,0.0,0.0
1083,100,83061,15.838990554899645,27.774498229043683,49.118211334120424,84.75870720188901,20.24055489964581,32.666765053128685,53.932998819362446,88.18624557260921,0.0,0.0,0.0
