num_users,k_clusters,total_checkins,global_acc_1_spec,global_hit_k_spec,global_acc_1_lvl1,global_hit_k_lvl1,cluster_acc_1_spec,cluster_hit_k_spec,cluster_acc_1_lvl1,cluster_hit_k_lvl1,fsq_cat_hit_rate_at_3,fsq_poi_hit_rate_at_3,fsq_poi_hit_rate_at_9
1083,10,137732,16.55352669982212,28.75086216284895,49.94010237049407,84.65894652775256,20.978690964533342,32.75855810070062,57.7776164373616,89.83555378081097,0.0,0.0,0.0
20,15,3033,18.12191103789127,24.546952224052717,46.12850082372323,87.64415156507414,21.25205930807249,28.83031301482702,50.74135090609555,81.54859967051071,0.0,100.0,100.0
50,15,6789,17.15758468335788,28.12960235640648,53.46097201767305,87.11340206185567,21.207658321060382,31.36966126656848,56.038291605301914,85.27245949926362,0.0,0.0,0.0
100,15,12279,18.729641693811075,31.636807817589574,51.26221498371335,84.69055374592834,21.661237785016286,34.97557003257329,57.817589576547235,87.78501628664495,0.0,0.0,0.0
150,15,18650,17.721179624664877,28.820375335120644,49.624664879356565,85.63002680965147,21.179624664879356,33.056300268096514,57.5603217158177,86.91689008042896,0.0,0.0,0.0
200,15,24876,17.142282958199356,29.521704180064308,49.979903536977496,84.44533762057877,21.623794212218648,32.13424437299036,56.85289389067524,88.08279742765274,0.0,0.0,0.0
300,15,37547,17.163781624500665,28.575233022636485,49.78695073235686,85.93874833555259,21.318242343541943,32.39680426098535,56.80426098535286,89.78695073235686,0.0,0.0,0.0
400,15,50869,17.357971299390602,30.656575584824065,50.84529192058187,85.68901120503244,21.9481030076666,32.91724002358954,57.971299390603505,90.07273442107332,0.0,0.0,0.0
600,15,75312,17.519750381730066,30.29277036446923,50.594171147845714,84.50507866958773,22.525393347938657,34.1698200889597,58.434574785899215,90.36048595897232,0.0,0.0,0.0
800,15,100833,17.136906827986316,29.622650865274952,49.86363861754351,84.40025784697774,21.768235235781226,33.86225021074032,56.67674914464224,89.8398373580602,0.0,0.0,0.0
1000,15,126477,16.555977229601517,29.202245414294747,50.20556609740671,84.51929158760278,21.853257432005062,33.459835547122076,57.20667299177735,90.16840607210627,0.0,0.0,0.0
1083,15,137732,16.55352669982212,28.75086216284895,49.94010237049407,84.65894652775256,21.254583076197044,32.70047555087668,56.59418448469887,90.04247286455876,0.0,0.0,0.0
20,20,3033,18.12191103789127,24.546952224052717,46.12850082372323,87.64415156507414,23.393739703459637,30.31301482701812,47.28171334431631,82.70181219110378,0.0,100.0,100.0
50,20,6789,17.15758468335788,28.12960235640648,53.46097201767305,87.11340206185567,20.250368188512518,31.590574374079527,55.96465390279823,82.9160530191458,0.0,0.0,0.0
